ホール名,日付,台番号,機種名,差枚数,ゲーム数,出率
マルハン蒲田駅東店,2025/05/07,2198,ファンキージャグラー２ＫＴ,1400,7822,106%
マルハン蒲田駅東店,2025/05/07,2213,スーパービンゴネオ,1400,2235,120.9%
マルハン蒲田駅東店,2025/05/07,2188,ファンキージャグラー２ＫＴ,1300,6309,106.9%
マルハン蒲田駅東店,2025/05/07,2006,スマスロ モンスターハンターライズ,1300,7881,105.5%
マルハン蒲田駅東店,2025/05/07,2094,Lパチスロ かぐや様は告らせたい,1300,6620,106.5%
マルハン蒲田駅東店,2025/05/07,2178,L ToLOVEるダークネス,1300,8094,105.4%
マルハン蒲田駅東店,2025/05/07,2142,マイジャグラーV,1200,9322,104.3%
マルハン蒲田駅東店,2025/05/07,2155,ジャグラーガールズSS,1100,7443,104.9%
マルハン蒲田駅東店,2025/05/07,2135,マイジャグラーV,1100,7039,105.2%
マルハン蒲田駅東店,2025/05/07,2204,L戦国乙女４　戦乱に閃く炯眼の軍師,1000,7111,104.7%
マルハン蒲田駅東店,2025/05/07,2245,SアイムジャグラーＥＸ,1000,6534,105.1%
マルハン蒲田駅東店,2025/05/07,2132,マイジャグラーV,1000,8260,104%
マルハン蒲田駅東店,2025/05/07,2349,スマスロ バイオハザード5,1000,7854,104.2%
マルハン蒲田駅東店,2025/05/07,2043,Lスマスロ北斗の拳,1000,6002,105.6%
マルハン蒲田駅東店,2025/05/07,2201,ファンキージャグラー２ＫＴ,900,8525,103.5%
マルハン蒲田駅東店,2025/05/07,2282,SアイムジャグラーＥＸ,900,7083,104.2%
マルハン蒲田駅東店,2025/05/07,2249,SアイムジャグラーＥＸ,900,5811,105.2%
マルハン蒲田駅東店,2025/05/07,2301,ゴーゴージャグラー３,800,8030,103.3%
マルハン蒲田駅東店,2025/05/07,2027,Lパチスロからくりサーカス,800,6980,103.8%
マルハン蒲田駅東店,2025/05/07,2136,マイジャグラーV,800,7261,103.7%
マルハン蒲田駅東店,2025/05/07,2131,マイジャグラーV,800,8581,103.1%
マルハン蒲田駅東店,2025/05/07,2063,Lスマスロ北斗の拳,800,6030,104.4%
マルハン蒲田駅東店,2025/05/07,2325,スマスロ シャーマンキング,800,3116,108.6%
マルハン蒲田駅東店,2025/05/07,2205,L戦国乙女４　戦乱に閃く炯眼の軍師,800,6828,103.9%
マルハン蒲田駅東店,2025/05/07,2352,新ハナビ,800,7126,103.7%
マルハン蒲田駅東店,2025/05/07,2290,SアイムジャグラーＥＸ,700,7397,103.2%
マルハン蒲田駅東店,2025/05/07,2123,マイジャグラーV,700,7023,103.3%
マルハン蒲田駅東店,2025/05/07,2151,マイジャグラーV,700,7157,103.3%
マルハン蒲田駅東店,2025/05/07,2238,ミスタージャグラー,700,6762,103.5%
マルハン蒲田駅東店,2025/05/07,2329,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,600,6159,103.2%
マルハン蒲田駅東店,2025/05/07,2035,Lパチスロからくりサーカス,600,2876,107%
マルハン蒲田駅東店,2025/05/07,2046,スマスロ ゴッドイーター リザレクション,600,4899,104.1%
マルハン蒲田駅東店,2025/05/07,2092,Lパチスロ かぐや様は告らせたい,600,4243,104.7%
マルハン蒲田駅東店,2025/05/07,2143,Lパチスロ革命機ヴァルヴレイヴ,600,5623,103.6%
マルハン蒲田駅東店,2025/05/07,2141,マイジャグラーV,600,3286,106.1%
マルハン蒲田駅東店,2025/05/07,2361,パチスロ炎炎ノ消防隊,500,4736,103.5%
マルハン蒲田駅東店,2025/05/07,2308,ゴーゴージャグラー３,500,8241,102%
マルハン蒲田駅東店,2025/05/07,2373,Lうしおととら 白面決戦,500,3107,105.4%
マルハン蒲田駅東店,2025/05/07,2096,Lパチスロ かぐや様は告らせたい,500,8392,102%
マルハン蒲田駅東店,2025/05/07,2377,吉宗,500,7825,102.1%
マルハン蒲田駅東店,2025/05/07,2286,SアイムジャグラーＥＸ,500,4872,103.4%
マルハン蒲田駅東店,2025/05/07,2138,マイジャグラーV,500,7862,102.1%
マルハン蒲田駅東店,2025/05/07,2206,L戦国乙女４　戦乱に閃く炯眼の軍師,500,3828,104.4%
マルハン蒲田駅東店,2025/05/07,2079,Lパチスロ かぐや様は告らせたい,400,8296,101.6%
マルハン蒲田駅東店,2025/05/07,2210,L麻雀物語,400,8127,101.6%
マルハン蒲田駅東店,2025/05/07,2103,Lスマスロ北斗の拳,400,7729,101.7%
マルハン蒲田駅東店,2025/05/07,2169,スマスロモンキーターンV,400,6951,101.9%
マルハン蒲田駅東店,2025/05/07,2274,沖ドキ！BLACK,400,5185,102.6%
マルハン蒲田駅東店,2025/05/07,2107,Lスマスロ北斗の拳,400,7154,101.9%
マルハン蒲田駅東店,2025/05/07,2192,ファンキージャグラー２ＫＴ,400,6659,102%
マルハン蒲田駅東店,2025/05/07,2019,Lゴジラ,400,6333,102.1%
マルハン蒲田駅東店,2025/05/07,2339,回胴黙示録カイジ 狂宴,300,4406,102.3%
マルハン蒲田駅東店,2025/05/07,2184,L戦国乙女４　戦乱に閃く炯眼の軍師,300,3720,102.7%
マルハン蒲田駅東店,2025/05/07,1631,Lパチスロ シン・エヴァンゲリオン,200,1913,103.5%
マルハン蒲田駅東店,2025/05/07,2324,Lルパン三世 大航海者の秘宝,200,6978,101%
マルハン蒲田駅東店,2025/05/07,2347,スマスロ バイオハザード5,200,6897,101%
マルハン蒲田駅東店,2025/05/07,2187,ファンキージャグラー２ＫＴ,200,7154,100.9%
マルハン蒲田駅東店,2025/05/07,2254,SアイムジャグラーＥＸ,200,2757,102.4%
マルハン蒲田駅東店,2025/05/07,2250,SアイムジャグラーＥＸ,200,6856,101%
マルハン蒲田駅東店,2025/05/07,2171,スマスロモンキーターンV,100,7470,100.4%
マルハン蒲田駅東店,2025/05/07,2353,パチスロハイパーラッシュ,100,1605,102.1%
マルハン蒲田駅東店,2025/05/07,2126,マイジャグラーV,0,5552,100%
マルハン蒲田駅東店,2025/05/07,2127,マイジャグラーV,0,7539,100%
マルハン蒲田駅東店,2025/05/07,2369,パチスロ　甲鉄城のカバネリ,0,0,-
マルハン蒲田駅東店,2025/05/07,2302,ゴーゴージャグラー３,0,4987,100%
マルハン蒲田駅東店,2025/05/07,2263,沖ドキ！BLACK,0,0,-
マルハン蒲田駅東店,2025/05/07,2068,Lスマスロ北斗の拳,0,0,-
マルハン蒲田駅東店,2025/05/07,2351,パチスロ　ディスクアップ２,0,0,-
マルハン蒲田駅東店,2025/05/07,2265,沖ドキ！BLACK,0,0,-
マルハン蒲田駅東店,2025/05/07,2307,ゴーゴージャグラー３,0,6801,100%
マルハン蒲田駅東店,2025/05/07,2264,沖ドキ！BLACK,0,0,-
マルハン蒲田駅東店,2025/05/07,2357,パチスロ　バイオハザード　ＲＥ：２,0,0,-
マルハン蒲田駅東店,2025/05/07,2355,押忍！番長ＺＥＲＯ,0,0,-
マルハン蒲田駅東店,2025/05/07,2359,回胴式遊技機グランベルム,0,0,-
マルハン蒲田駅東店,2025/05/07,2358,パチスロ　バイオハザード　ＲＥ：２,0,0,-
マルハン蒲田駅東店,2025/05/07,2262,沖ドキ！BLACK,0,0,-
マルハン蒲田駅東店,2025/05/07,2360,回胴式遊技機グランベルム,0,0,-
マルハン蒲田駅東店,2025/05/07,2070,Lスマスロ北斗の拳,0,7869,100%
マルハン蒲田駅東店,2025/05/07,2097,Lパチスロ かぐや様は告らせたい,0,7941,100%
マルハン蒲田駅東店,2025/05/07,2252,SアイムジャグラーＥＸ,-100,4233,99.2%
マルハン蒲田駅東店,2025/05/07,2240,ウルトラミラクルジャグラー,-100,6181,99.5%
マルハン蒲田駅東店,2025/05/07,2368,パチスロ　甲鉄城のカバネリ,-100,4979,99.3%
マルハン蒲田駅東店,2025/05/07,2306,ゴーゴージャグラー３,-100,4739,99.3%
マルハン蒲田駅東店,2025/05/07,2300,ゴーゴージャグラー３,-100,5948,99.4%
マルハン蒲田駅東店,2025/05/07,2104,Lスマスロ北斗の拳,-100,6659,99.5%
マルハン蒲田駅東店,2025/05/07,2284,SアイムジャグラーＥＸ,-100,6569,99.5%
マルハン蒲田駅東店,2025/05/07,2283,SアイムジャグラーＥＸ,-100,3289,99%
マルハン蒲田駅東店,2025/05/07,2294,SアイムジャグラーＥＸ,-200,5974,98.9%
マルハン蒲田駅東店,2025/05/07,2344,スマスロ バイオハザード5,-200,6235,98.9%
マルハン蒲田駅東店,2025/05/07,2232,ハッピージャグラーＶＩＩＩ,-200,7933,99.2%
マルハン蒲田駅東店,2025/05/07,2223,ハッピージャグラーＶＩＩＩ,-200,7623,99.1%
マルハン蒲田駅東店,2025/05/07,2295,SアイムジャグラーＥＸ,-300,5251,98.1%
マルハン蒲田駅東店,2025/05/07,2370,パチスロ　甲鉄城のカバネリ,-300,3701,97.3%
マルハン蒲田駅東店,2025/05/07,2074,Lスマスロ北斗の拳,-300,3289,97%
マルハン蒲田駅東店,2025/05/07,2089,Lパチスロ かぐや様は告らせたい,-300,5424,98.2%
マルハン蒲田駅東店,2025/05/07,2157,ジャグラーガールズSS,-300,5090,98%
マルハン蒲田駅東店,2025/05/07,2113,Lパチスロ革命機ヴァルヴレイヴ,-400,1755,92.4%
マルハン蒲田駅東店,2025/05/07,2233,ハッピージャグラーＶＩＩＩ,-400,4842,97.2%
マルハン蒲田駅東店,2025/05/07,2281,SアイムジャグラーＥＸ,-400,4558,97.1%
マルハン蒲田駅東店,2025/05/07,2152,マイジャグラーV,-400,6241,97.9%
マルハン蒲田駅東店,2025/05/07,2285,SアイムジャグラーＥＸ,-400,5628,97.6%
マルハン蒲田駅東店,2025/05/07,2160,ジャグラーガールズSS,-400,4846,97.2%
マルハン蒲田駅東店,2025/05/07,2341,L少女☆歌劇 レヴュースタァライト -The SLOT-,-400,7990,98.3%
マルハン蒲田駅東店,2025/05/07,2371,スマスロ 七つの魔剣が支配する,-500,5905,97.2%
マルハン蒲田駅東店,2025/05/07,2208,スマスロ アイドルマスター ミリオンライブ！ネクストプロローグ,-500,2737,93.9%
マルハン蒲田駅東店,2025/05/07,2191,ファンキージャグラー２ＫＴ,-500,4250,96.1%
マルハン蒲田駅東店,2025/05/07,1633,Lパチスロ シン・エヴァンゲリオン,-500,4053,95.9%
マルハン蒲田駅東店,2025/05/07,2102,Lスマスロ北斗の拳,-500,5793,97.1%
マルハン蒲田駅東店,2025/05/07,2004,スマスロ モンスターハンターライズ,-500,8302,98%
マルハン蒲田駅東店,2025/05/07,2236,ミスタージャグラー,-500,5139,96.8%
マルハン蒲田駅東店,2025/05/07,2197,ファンキージャグラー２ＫＴ,-500,4598,96.4%
マルハン蒲田駅東店,2025/05/07,2230,ハッピージャグラーＶＩＩＩ,-500,3642,95.4%
マルハン蒲田駅東店,2025/05/07,2297,ゴーゴージャグラー３,-600,9019,97.8%
マルハン蒲田駅東店,2025/05/07,2364,パチスロ炎炎ノ消防隊,-600,6936,97.1%
マルハン蒲田駅東店,2025/05/07,2328,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-600,6469,96.9%
マルハン蒲田駅東店,2025/05/07,2194,ファンキージャグラー２ＫＴ,-600,3659,94.5%
マルハン蒲田駅東店,2025/05/07,2199,ファンキージャグラー２ＫＴ,-600,6685,97%
マルハン蒲田駅東店,2025/05/07,2231,ハッピージャグラーＶＩＩＩ,-600,4309,95.4%
マルハン蒲田駅東店,2025/05/07,2259,チバリヨ2プラス,-600,1695,88.2%
マルハン蒲田駅東店,2025/05/07,2304,ゴーゴージャグラー３,-600,3633,94.5%
マルハン蒲田駅東店,2025/05/07,2071,Lスマスロ北斗の拳,-600,5584,96.4%
マルハン蒲田駅東店,2025/05/07,2303,ゴーゴージャグラー３,-600,2790,92.8%
マルハン蒲田駅東店,2025/05/07,2363,パチスロ炎炎ノ消防隊,-700,1867,87.5%
マルハン蒲田駅東店,2025/05/07,2332,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-700,7568,96.9%
マルハン蒲田駅東店,2025/05/07,2289,SアイムジャグラーＥＸ,-700,4082,94.3%
マルハン蒲田駅東店,2025/05/07,2378,吉宗,-700,6054,96.1%
マルハン蒲田駅東店,2025/05/07,2365,パチスロ炎炎ノ消防隊,-700,2171,89.3%
マルハン蒲田駅東店,2025/05/07,2174,スマスロモンキーターンV,-700,6517,96.4%
マルハン蒲田駅東店,2025/05/07,2159,ジャグラーガールズSS,-700,7932,97.1%
マルハン蒲田駅東店,2025/05/07,2317,キングハナハナ-30,-700,8128,97.1%
マルハン蒲田駅東店,2025/05/07,2229,ハッピージャグラーＶＩＩＩ,-800,7396,96.4%
マルハン蒲田駅東店,2025/05/07,2288,SアイムジャグラーＥＸ,-800,2717,90.2%
マルハン蒲田駅東店,2025/05/07,2227,ハッピージャグラーＶＩＩＩ,-800,3123,91.5%
マルハン蒲田駅東店,2025/05/07,2076,Lスマスロ北斗の拳,-800,3484,92.3%
マルハン蒲田駅東店,2025/05/07,2305,ゴーゴージャグラー３,-800,4466,94%
マルハン蒲田駅東店,2025/05/07,2061,Lスマスロ北斗の拳,-800,3287,91.9%
マルハン蒲田駅東店,2025/05/07,2037,Lパチスロからくりサーカス,-800,6984,96.2%
マルハン蒲田駅東店,2025/05/07,2119,Lパチスロ ありふれた職業で世界最強,-800,6151,95.7%
マルハン蒲田駅東店,2025/05/07,2093,Lパチスロ かぐや様は告らせたい,-800,7480,96.4%
マルハン蒲田駅東店,2025/05/07,2271,沖ドキ！BLACK,-800,1809,85.3%
マルハン蒲田駅東店,2025/05/07,2310,ゴーゴージャグラー３,-800,3630,92.7%
マルハン蒲田駅東店,2025/05/07,2209,スマスロ アイドルマスター ミリオンライブ！ネクストプロローグ,-900,5299,94.3%
マルハン蒲田駅東店,2025/05/07,2140,マイジャグラーV,-900,6836,95.6%
マルハン蒲田駅東店,2025/05/07,2247,SアイムジャグラーＥＸ,-900,5272,94.3%
マルハン蒲田駅東店,2025/05/07,2287,SアイムジャグラーＥＸ,-900,6832,95.6%
マルハン蒲田駅東店,2025/05/07,2298,ゴーゴージャグラー３,-900,6004,95%
マルハン蒲田駅東店,2025/05/07,2246,SアイムジャグラーＥＸ,-900,3453,91.3%
マルハン蒲田駅東店,2025/05/07,2023,Lパチスロからくりサーカス,-900,6591,95.4%
マルハン蒲田駅東店,2025/05/07,2034,Lパチスロからくりサーカス,-900,4897,93.9%
マルハン蒲田駅東店,2025/05/07,2146,Lパチスロ革命機ヴァルヴレイヴ,-1000,2846,88.3%
マルハン蒲田駅東店,2025/05/07,2196,ファンキージャグラー２ＫＴ,-1000,2777,88%
マルハン蒲田駅東店,2025/05/07,2101,Lスマスロ北斗の拳,-1000,7219,95.4%
マルハン蒲田駅東店,2025/05/07,2153,マイジャグラーV,-1000,4611,92.8%
マルハン蒲田駅東店,2025/05/07,2239,ミスタージャグラー,-1000,2669,87.5%
マルハン蒲田駅東店,2025/05/07,2128,マイジャグラーV,-1000,4268,92.2%
マルハン蒲田駅東店,2025/05/07,2083,Lパチスロ かぐや様は告らせたい,-1000,6566,94.9%
マルハン蒲田駅東店,2025/05/07,2320,キングハナハナ-30,-1000,7596,95.6%
マルハン蒲田駅東店,2025/05/07,2106,Lスマスロ北斗の拳,-1000,5955,94.4%
マルハン蒲田駅東店,2025/05/07,2342,L少女☆歌劇 レヴュースタァライト -The SLOT-,-1000,4841,93.1%
マルハン蒲田駅東店,2025/05/07,2185,L戦国乙女４　戦乱に閃く炯眼の軍師,-1000,3787,91.2%
マルハン蒲田駅東店,2025/05/07,2064,Lスマスロ北斗の拳,-1000,6166,94.6%
マルハン蒲田駅東店,2025/05/07,2326,スマスロ シャーマンキング,-1100,1782,79.4%
マルハン蒲田駅東店,2025/05/07,2036,Lパチスロからくりサーカス,-1100,5493,93.3%
マルハン蒲田駅東店,2025/05/07,2314,キングハナハナ-30,-1100,7967,95.4%
マルハン蒲田駅東店,2025/05/07,2280,SアイムジャグラーＥＸ,-1100,2691,86.4%
マルハン蒲田駅東店,2025/05/07,2277,SアイムジャグラーＥＸ,-1100,3048,88%
マルハン蒲田駅東店,2025/05/07,2279,SアイムジャグラーＥＸ,-1100,2946,87.6%
マルハン蒲田駅東店,2025/05/07,2222,L東京喰種,-1100,9293,96.1%
マルハン蒲田駅東店,2025/05/07,2133,マイジャグラーV,-1200,4104,90.3%
マルハン蒲田駅東店,2025/05/07,2072,Lスマスロ北斗の拳,-1200,3124,87.2%
マルハン蒲田駅東店,2025/05/07,2327,スマスロ シャーマンキング,-1200,2042,80.4%
マルハン蒲田駅東店,2025/05/07,2316,キングハナハナ-30,-1200,4801,91.7%
マルハン蒲田駅東店,2025/05/07,2235,ハッピージャグラーＶＩＩＩ,-1200,4312,90.7%
マルハン蒲田駅東店,2025/05/07,1632,Lパチスロ シン・エヴァンゲリオン,-1200,1955,79.5%
マルハン蒲田駅東店,2025/05/07,2180,L ToLOVEるダークネス,-1200,5949,93.3%
マルハン蒲田駅東店,2025/05/07,2179,L ToLOVEるダークネス,-1300,8656,95%
マルハン蒲田駅東店,2025/05/07,2044,Lスマスロ北斗の拳,-1300,1349,67.9%
マルハン蒲田駅東店,2025/05/07,2338,L真・一騎当千,-1300,1600,72.9%
マルハン蒲田駅東店,2025/05/07,2243,ウルトラミラクルジャグラー,-1300,4367,90.1%
マルハン蒲田駅東店,2025/05/07,2055,スマスロ スーパーブラックジャック,-1300,5807,92.5%
マルハン蒲田駅東店,2025/05/07,2165,スマスロモンキーターンV,-1300,6574,93.4%
マルハン蒲田駅東店,2025/05/07,2244,SアイムジャグラーＥＸ,-1300,2232,80.6%
マルハン蒲田駅東店,2025/05/07,2122,マイジャグラーV,-1300,5157,91.6%
マルハン蒲田駅東店,2025/05/07,2340,回胴黙示録カイジ 狂宴,-1300,4120,89.5%
マルハン蒲田駅東店,2025/05/07,2172,スマスロモンキーターンV,-1300,7813,94.5%
マルハン蒲田駅東店,2025/05/07,2315,キングハナハナ-30,-1400,3288,85.8%
マルハン蒲田駅東店,2025/05/07,2257,チバリヨ2プラス,-1400,4985,90.6%
マルハン蒲田駅東店,2025/05/07,2156,ジャグラーガールズSS,-1400,4171,88.8%
マルハン蒲田駅東店,2025/05/07,2242,ウルトラミラクルジャグラー,-1400,2910,84%
マルハン蒲田駅東店,2025/05/07,2042,Lパチスロからくりサーカス,-1400,5402,91.4%
マルハン蒲田駅東店,2025/05/07,2048,スマスロ ゴッドイーター リザレクション,-1500,4136,87.9%
マルハン蒲田駅東店,2025/05/07,2312,キングハナハナ-30,-1500,2939,83%
マルハン蒲田駅東店,2025/05/07,2008,スマスロ モンスターハンターライズ,-1500,6855,92.7%
マルハン蒲田駅東店,2025/05/07,2255,SアイムジャグラーＥＸ,-1600,5251,89.8%
マルハン蒲田駅東店,2025/05/07,2217,L東京喰種,-1600,7877,93.2%
マルハン蒲田駅東店,2025/05/07,2100,Lスマスロ北斗の拳,-1600,7468,92.9%
マルハン蒲田駅東店,2025/05/07,2190,ファンキージャグラー２ＫＴ,-1600,6683,92%
マルハン蒲田駅東店,2025/05/07,2025,Lパチスロからくりサーカス,-1600,4325,87.7%
マルハン蒲田駅東店,2025/05/07,2311,キングハナハナ-30,-1600,4974,89.3%
マルハン蒲田駅東店,2025/05/07,2318,キングハナハナ-30,-1700,3907,85.5%
マルハン蒲田駅東店,2025/05/07,2177,L ToLOVEるダークネス,-1700,4983,88.6%
マルハン蒲田駅東店,2025/05/07,2110,Lパチスロ革命機ヴァルヴレイヴ,-1700,3329,83%
マルハン蒲田駅東店,2025/05/07,2331,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1700,6957,91.9%
マルハン蒲田駅東店,2025/05/07,2108,Lスマスロ北斗の拳,-1700,8486,93.3%
マルハン蒲田駅東店,2025/05/07,2130,マイジャグラーV,-1700,4182,86.4%
マルハン蒲田駅東店,2025/05/07,2003,スマスロ モンスターハンターライズ,-1700,8048,93%
マルハン蒲田駅東店,2025/05/07,2234,ハッピージャグラーＶＩＩＩ,-1700,4106,86.2%
マルハン蒲田駅東店,2025/05/07,2195,ファンキージャグラー２ＫＴ,-1800,4141,85.5%
マルハン蒲田駅東店,2025/05/07,2293,SアイムジャグラーＥＸ,-1800,2884,79.2%
マルハン蒲田駅東店,2025/05/07,2056,スマスロ スーパーブラックジャック,-1800,6944,91.4%
マルハン蒲田駅東店,2025/05/07,2189,ファンキージャグラー２ＫＴ,-1800,5864,89.8%
マルハン蒲田駅東店,2025/05/07,2095,Lパチスロ かぐや様は告らせたい,-1800,3465,82.7%
マルハン蒲田駅東店,2025/05/07,2098,Lパチスロ かぐや様は告らせたい,-1900,6442,90.2%
マルハン蒲田駅東店,2025/05/07,2090,Lパチスロ かぐや様は告らせたい,-1900,3804,83.4%
マルハン蒲田駅東店,2025/05/07,2114,Lパチスロ革命機ヴァルヴレイヴ,-1900,5029,87.4%
マルハン蒲田駅東店,2025/05/07,2007,スマスロ モンスターハンターライズ,-1900,6789,90.7%
マルハン蒲田駅東店,2025/05/07,2203,L戦国乙女４　戦乱に閃く炯眼の軍師,-1900,4135,84.7%
マルハン蒲田駅東店,2025/05/07,2333,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1900,8258,92.3%
マルハン蒲田駅東店,2025/05/07,2125,マイジャグラーV,-2000,5973,88.8%
マルハン蒲田駅東店,2025/05/07,2269,沖ドキ！BLACK,-2000,4768,86%
マルハン蒲田駅東店,2025/05/07,2173,スマスロモンキーターンV,-2000,5487,87.9%
マルハン蒲田駅東店,2025/05/07,2017,スマスロ ゴッドイーター リザレクション,-2000,5544,88%
マルハン蒲田駅東店,2025/05/07,2270,沖ドキ！BLACK,-2100,3431,79.6%
マルハン蒲田駅東店,2025/05/07,2115,Lパチスロ革命機ヴァルヴレイヴ,-2100,2404,70.9%
マルハン蒲田駅東店,2025/05/07,2241,ウルトラミラクルジャグラー,-2100,4328,83.8%
マルハン蒲田駅東店,2025/05/07,2069,Lスマスロ北斗の拳,-2100,6437,89.1%
マルハン蒲田駅東店,2025/05/07,2015,スマスロ ゴッドイーター リザレクション,-2100,3604,80.6%
マルハン蒲田駅東店,2025/05/07,2214,スーパービンゴネオ,-2100,2792,74.9%
マルハン蒲田駅東店,2025/05/07,2118,Lパチスロ ありふれた職業で世界最強,-2100,2731,74.4%
マルハン蒲田駅東店,2025/05/07,2354,押忍！番長ＺＥＲＯ,-2200,4033,81.8%
マルハン蒲田駅東店,2025/05/07,2148,スマスロモンキーターンV,-2200,5675,87.1%
マルハン蒲田駅東店,2025/05/07,2164,スマスロモンキーターンV,-2200,4879,85%
マルハン蒲田駅東店,2025/05/07,2207,スマスロ アイドルマスター ミリオンライブ！ネクストプロローグ,-2300,2027,62.2%
マルハン蒲田駅東店,2025/05/07,2266,沖ドキ!ゴージャス 30Φ,-2300,7663,90%
マルハン蒲田駅東店,2025/05/07,2260,チバリヨ2プラス,-2300,3193,76%
マルハン蒲田駅東店,2025/05/07,2337,L真・一騎当千,-2300,3739,79.5%
マルハン蒲田駅東店,2025/05/07,2060,Lスマスロ北斗の拳,-2300,6683,88.5%
マルハン蒲田駅東店,2025/05/07,2200,ファンキージャグラー２ＫＴ,-2400,3189,74.9%
マルハン蒲田駅東店,2025/05/07,2129,マイジャグラーV,-2400,4135,80.7%
マルハン蒲田駅東店,2025/05/07,2021,Lパチスロからくりサーカス,-2400,7587,89.5%
マルハン蒲田駅東店,2025/05/07,2066,Lスマスロ北斗の拳,-2500,6925,88%
マルハン蒲田駅東店,2025/05/07,2120,Lパチスロ ありふれた職業で世界最強,-2500,3111,73.2%
マルハン蒲田駅東店,2025/05/07,2292,SアイムジャグラーＥＸ,-2500,5559,85%
マルハン蒲田駅東店,2025/05/07,2024,Lパチスロからくりサーカス,-2500,7159,88.4%
マルハン蒲田駅東店,2025/05/07,2117,Lパチスロ革命機ヴァルヴレイヴ,-2500,7564,89%
マルハン蒲田駅東店,2025/05/07,2111,Lパチスロ革命機ヴァルヴレイヴ,-2600,5188,83.3%
マルハン蒲田駅東店,2025/05/07,2334,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-2600,9778,91.1%
マルハン蒲田駅東店,2025/05/07,2322,Lルパン三世 大航海者の秘宝,-2600,7373,88.2%
マルハン蒲田駅東店,2025/05/07,2026,Lパチスロからくりサーカス,-2600,7223,88%
マルハン蒲田駅東店,2025/05/07,2088,Lパチスロ かぐや様は告らせたい,-2600,6295,86.2%
マルハン蒲田駅東店,2025/05/07,2168,スマスロモンキーターンV,-2700,6410,86%
マルハン蒲田駅東店,2025/05/07,2033,Lパチスロからくりサーカス,-2700,4130,78.2%
マルハン蒲田駅東店,2025/05/07,2022,Lパチスロからくりサーカス,-2700,2641,65.9%
マルハン蒲田駅東店,2025/05/07,2346,スマスロ バイオハザード5,-2700,5462,83.5%
マルハン蒲田駅東店,2025/05/07,2032,Lパチスロからくりサーカス,-2700,6279,85.7%
マルハン蒲田駅東店,2025/05/07,2170,スマスロモンキーターンV,-2800,6794,86.3%
マルハン蒲田駅東店,2025/05/07,2065,Lスマスロ北斗の拳,-2800,5347,82.5%
マルハン蒲田駅東店,2025/05/07,2001,スマスロ モンスターハンターライズ,-2800,6997,86.7%
マルハン蒲田駅東店,2025/05/07,2045,スマスロ ゴッドイーター リザレクション,-2800,5982,84.4%
マルハン蒲田駅東店,2025/05/07,2031,Lパチスロからくりサーカス,-2900,6512,85.2%
マルハン蒲田駅東店,2025/05/07,2086,Lパチスロ かぐや様は告らせたい,-2900,4088,76.4%
マルハン蒲田駅東店,2025/05/07,2183,L戦国乙女４　戦乱に閃く炯眼の軍師,-2900,3880,75.1%
マルハン蒲田駅東店,2025/05/07,2367,パチスロ　甲鉄城のカバネリ,-2900,4382,77.9%
マルハン蒲田駅東店,2025/05/07,2091,Lパチスロ かぐや様は告らせたい,-3100,4924,79%
マルハン蒲田駅東店,2025/05/07,2175,スマスロモンキーターンV,-3100,2931,64.7%
マルハン蒲田駅東店,2025/05/07,2211,L麻雀物語,-3200,7380,85.5%
マルハン蒲田駅東店,2025/05/07,2049,スマスロ ゴッドイーター リザレクション,-3200,4424,75.9%
マルハン蒲田駅東店,2025/05/07,2336,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-3300,7906,86.1%
マルハン蒲田駅東店,2025/05/07,2375,吉宗,-3300,4942,77.7%
マルハン蒲田駅東店,2025/05/07,2163,スマスロモンキーターンV,-3500,3808,69.4%
マルハン蒲田駅東店,2025/05/07,2166,スマスロモンキーターンV,-3500,6664,82.5%
マルハン蒲田駅東店,2025/05/07,2350,スマスロ バイオハザード5,-3600,4433,72.9%
マルハン蒲田駅東店,2025/05/07,2112,Lパチスロ革命機ヴァルヴレイヴ,-3600,4124,70.9%
マルハン蒲田駅東店,2025/05/07,2011,スマスロ モンスターハンターライズ,-3700,5027,75.5%
マルハン蒲田駅東店,2025/05/07,2038,Lパチスロからくりサーカス,-3800,4674,72.9%
マルハン蒲田駅東店,2025/05/07,2077,Lパチスロ かぐや様は告らせたい,-3900,7470,82.6%
マルハン蒲田駅東店,2025/05/07,2272,沖ドキ！BLACK,-4000,5496,75.7%
マルハン蒲田駅東店,2025/05/07,2273,沖ドキ！BLACK,-4000,6730,80.2%
マルハン蒲田駅東店,2025/05/07,2376,吉宗,-4100,7812,82.5%
マルハン蒲田駅東店,2025/05/07,2212,L麻雀物語,-4200,7824,82.1%
マルハン蒲田駅東店,2025/05/07,2219,L東京喰種,-4500,7829,80.8%
マルハン蒲田駅東店,2025/05/07,2162,スマスロモンキーターンV,-4600,6033,74.6%
マルハン蒲田駅東店,2025/05/07,2012,スマスロ モンスターハンターライズ,-4600,6124,75%
マルハン蒲田駅東店,2025/05/07,2215,スーパービンゴネオ,-4700,4845,67.7%
